"id","text","class"
8,"JavaScript — мультипарадигменный язык программирования. Поддерживает объектно-ориентированный, императивный и функциональный стили. JavaScript обычно используется как встраиваемый язык для программного доступа к объектам приложений. Наиболее широкое применение находит в браузерах как язык сценариев для придания интерактивности веб-страницам. Основные архитектурные черты: динамическая типизация, слабая типизация, автоматическое управление памятью, прототипное программирование, функции как объекты первого класса. На JavaScript оказали влияние многие языки, при разработке была цель сделать язык похожим на Java, но при этом лёгким для использования непрограммистами. Языком JavaScript не владеет какая-либо компания или организация, что отличает его от ряда языков программирования, используемых в веб-разработке. Название «JavaScript» является зарегистрированным товарным знаком компании Oracle Corporation в США.",7
8,"JavaScript — мультипарадигменный язык программирования. Поддерживает объектно-ориентированный, императивный и функциональный стили. JavaScript обычно используется как встраиваемый язык для программного доступа к объектам приложений. Наиболее широкое применение находит в браузерах как язык сценариев для придания интерактивности веб-страницам. Основные архитектурные черты: динамическая типизация, слабая типизация, автоматическое управление памятью, прототипное программирование, функции как объекты первого класса. На JavaScript оказали влияние многие языки, при разработке была цель сделать язык похожим на Java, но при этом лёгким для использования непрограммистами. Языком JavaScript не владеет какая-либо компания или организация, что отличает его от ряда языков программирования, используемых в веб-разработке. Название «JavaScript» является зарегистрированным товарным знаком компании Oracle Corporation в США.",9
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",0
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",1
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",2
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",3
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",4
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",5
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",6
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",7
9,"В языке Objective-C для обозначения объектов используется специальный тип id (это аналог типа Object в Java). Переменная типа id фактически является указателем на произвольный объект. Для обозначения нулевого указателя на объект используется константа nil (= NULL). При этом вместо id можно использовать и более привычное обозначение с явным указанием класса. В частности последнее позволяет компилятору осуществлять некоторую проверку поддержки сообщения объектами — если компилятор из типа переменной не может сделать вывод о поддержке объектом данного сообщения, то он выдаст предупреждение. Тем самым язык поддерживает проверку типов, но в нестрогой форме (то есть найденные несоответствия возвращаются как предупреждения, а не ошибки).",8
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",11
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",12
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",13
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",14
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",15
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",16
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",17
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",18
10,"Атропин, а также ряд других центральных холинолитиков содержатся в целом ряде широко распространенных растений — дурмане, белене, красавке и др. Издавна была известна способность этих растений (их листьев, стеблей, плодов) как в натуральном виде, так и в форме отваров, настоев, вытяжек вызывать психические расстройства. Первые сведения об этих эффектах применения растительных препаратов восходят к временам античности, где широко был известен психодислептический (галлюциногенный) эффект употребления данной группы растений. В древние времена этот эффект использовался главным образом в религиозно-мистических целях: различные религиозные церемонии, магические действия и др. Имеющиеся описания античных авторов религиозного центра древней Греции — храма Аполлона в Дельфах — содержат сведения о прорицательницах этого храма — дельфийских пифиях, которые, употребляя в специальных церемониях настой красавки, приводили себя в состояние атропиновой интоксикации: у них резко изменялся тембр голоса, бледнели кожные покровы, отмечался выраженный мидриаз. Это делало пророчества пифий (а они обычно отвечали на вопросы посетителей храма об их будущем, удаче в делах, торговых сделках, путешествиях и т. п.) таинственными, загадочными, доступными для произвольного толкования вследствие своей неопределенности и отсутствия связи с контекстом вопроса.",19
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",10
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",12
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",13
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",14
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",15
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",16
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",17
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",18
11,"К настоящему времени трудами главным образом польских и отечественных исследователей выработана определенная техника проведения атропиновой комы. Для атропинокоматозной терапии не требуется ни специального помещения, ни какой-либо аппаратуры или дополнительного оборудования. Терапию проводят в обычной больничной палате, окна которой несколько затеняют на время проведения атропинокоматозной терапии. Атропиновые комы вызываются обычно через день — 3 раза в неделю.",19
